HITId,HITTypeId,AssignmentId,WorkerId,WorkTimeInSeconds,Context,Number,Question,Clarity,Fluency,Grammatical,Present,Qgen
33W1NHWFYHLD6ZFDN9VO1S3NTAETZH,3VILS635XFH12N8B5SYDK5XF0KNPS6,3R2UR8A0IAGAAW8KHCR6YHCAPW5OX0,AQD91RFHV1WNE,131,"rodin is represented by more than 20 works in the museum collection, making it one of the largest collections of the sculptor's work outside france; these were given to the museum by the sculptor in 1914, as acknowledgement of britain 's support of france in world war i, although the statue of st john the baptist had been purchased in 1902 by public subscription.",43,who is the museum of st john the baptist museum?,3,3,TRUE,TRUE,TRUE
3RWO3EJELH9IJB1YYHDC4OIERSGP1J,3VILS635XFH12N8B5SYDK5XF0KNPS6,3EA3QWIZ4IVTXTOXE7D4PHVI0RIITG,AQD91RFHV1WNE,386,"steam engines can be said to have been the moving force behind the industrial revolution and saw widespread commercial use driving machinery in factories, mills and mines; powering pumping stations; and propelling transport appliances such as railway locomotives, ships, steamboats and road vehicles.",53,what type of engine is used in industrial applications?,3,4,TRUE,TRUE,TRUE
3RWO3EJELH9IJB1YYHDC4OIERSGP1J,3VILS635XFH12N8B5SYDK5XF0KNPS6,3ERET4BTVM91J957G4TZBX9JYO49KI,A3C3RLZKKHH1FC,400,"steam engines can be said to have been the moving force behind the industrial revolution and saw widespread commercial use driving machinery in factories, mills and mines; powering pumping stations; and propelling transport appliances such as railway locomotives, ships, steamboats and road vehicles.",53,what type of engine is used in industrial applications?,3,5,TRUE,TRUE,TRUE
3RWO3EJELH9IJB1YYHDC4OIERSGP1J,3VILS635XFH12N8B5SYDK5XF0KNPS6,3FIJLY1B6U4BVAT0WIYZHAHTVW4PFQ,A1F1BIPJR11LSR,405,"steam engines can be said to have been the moving force behind the industrial revolution and saw widespread commercial use driving machinery in factories, mills and mines; powering pumping stations; and propelling transport appliances such as railway locomotives, ships, steamboats and road vehicles.",53,what type of engine is used in industrial applications?,5,5,TRUE,TRUE,TRUE
3RWO3EJELH9IJB1YYHDC4OIERSGP1J,3VILS635XFH12N8B5SYDK5XF0KNPS6,3I7DHKZYGN0720BHC3PLJ4CC4W4F5V,A28A3HF3LSEIDT,382,"steam engines can be said to have been the moving force behind the industrial revolution and saw widespread commercial use driving machinery in factories, mills and mines; powering pumping stations; and propelling transport appliances such as railway locomotives, ships, steamboats and road vehicles.",53,what type of engine is used in industrial applications?,4,4,TRUE,TRUE,TRUE
33QQ60S6ASIV4ROCJK860PM3UH2U0H,3VILS635XFH12N8B5SYDK5XF0KNPS6,31LM9EDVOLSRXR3JZTCSSJ4QOOLJNS,A11GWWAXRJQ6Y2,144,"i would be doing a service if i killed my father when he is hunting, made an alliance with sultan muhammad, brought this land to life and gave assistance and support to the muslims.""",188,who did jochi reportedly enlist to help him stop his father's massacres?,3,3,TRUE,TRUE,FALSE
33QQ60S6ASIV4ROCJK860PM3UH2U0H,3VILS635XFH12N8B5SYDK5XF0KNPS6,386CSBG1OZM0CT14V2AKN9UQ7TNQ6F,A1CSDIX05PK9V,223,"i would be doing a service if i killed my father when he is hunting, made an alliance with sultan muhammad, brought this land to life and gave assistance and support to the muslims.""",188,who did jochi reportedly enlist to help him stop his father's massacres?,4,3,TRUE,FALSE,FALSE
33QQ60S6ASIV4ROCJK860PM3UH2U0H,3VILS635XFH12N8B5SYDK5XF0KNPS6,3K3R2QNK8B3FM5AJAIX1HKIH0F29UF,A28A3HF3LSEIDT,354,"i would be doing a service if i killed my father when he is hunting, made an alliance with sultan muhammad, brought this land to life and gave assistance and support to the muslims.""",188,who did jochi reportedly enlist to help him stop his father's massacres?,4,4,TRUE,TRUE,FALSE
33QQ60S6ASIV4ROCJK860PM3UH2U0H,3VILS635XFH12N8B5SYDK5XF0KNPS6,3LYA37P8IQNK72K4EO7V2349MO7BKU,A2QD7QFGCUNF5N,219,"i would be doing a service if i killed my father when he is hunting, made an alliance with sultan muhammad, brought this land to life and gave assistance and support to the muslims.""",188,who did jochi reportedly enlist to help him stop his father's massacres?,4,3,TRUE,TRUE,FALSE
30Y6N4AHYPWXNJXPR21WALJ2H77RD3,3VILS635XFH12N8B5SYDK5XF0KNPS6,32Q90QCQ1SLIE5WOOF9L3BAUPLJEKW,AW0K78T4I2T72,333,"when two forces act on a point particle, the resulting force, the resultant (also called the net force), can be determined by following the parallelogram rule of vector addition: the addition of two vectors represented by sides of a parallelogram, gives an equivalent resultant vector that is equal in magnitude and direction to the transversal of the parallelogram.",200,what is the resultant force called when two forces act on a particle?,5,5,TRUE,TRUE,FALSE
30Y6N4AHYPWXNJXPR21WALJ2H77RD3,3VILS635XFH12N8B5SYDK5XF0KNPS6,3MB8LZR5BFTWKB6G51WPG60EYIKLKQ,A3U21PUMQ6NGT2,369,"when two forces act on a point particle, the resulting force, the resultant (also called the net force), can be determined by following the parallelogram rule of vector addition: the addition of two vectors represented by sides of a parallelogram, gives an equivalent resultant vector that is equal in magnitude and direction to the transversal of the parallelogram.",200,what is the resultant force called when two forces act on a particle?,4,5,TRUE,TRUE,FALSE
30Y6N4AHYPWXNJXPR21WALJ2H77RD3,3VILS635XFH12N8B5SYDK5XF0KNPS6,3P529IW9KYLL4PE24Q5S0T89QM3FLI,AOUMYCLO4I993,548,"when two forces act on a point particle, the resulting force, the resultant (also called the net force), can be determined by following the parallelogram rule of vector addition: the addition of two vectors represented by sides of a parallelogram, gives an equivalent resultant vector that is equal in magnitude and direction to the transversal of the parallelogram.",200,what is the resultant force called when two forces act on a particle?,4,4,TRUE,TRUE,FALSE
30Y6N4AHYPWXNJXPR21WALJ2H77RD3,3VILS635XFH12N8B5SYDK5XF0KNPS6,3ZV9H2YQQD76Z7A8O9BS8V0SL333WR,A2QD7QFGCUNF5N,120,"when two forces act on a point particle, the resulting force, the resultant (also called the net force), can be determined by following the parallelogram rule of vector addition: the addition of two vectors represented by sides of a parallelogram, gives an equivalent resultant vector that is equal in magnitude and direction to the transversal of the parallelogram.",200,what is the resultant force called when two forces act on a particle?,5,5,TRUE,TRUE,FALSE
3BDORL6HKKDNIRRBR66LQF1KW7VRC3,3VILS635XFH12N8B5SYDK5XF0KNPS6,37QW5D2ZRGMZTNZ5GLWN2N5IVCYS8S,A1F1BIPJR11LSR,523,"packet switching contrasts with another principal networking paradigm, circuit switching, a method which pre-allocates dedicated network bandwidth specifically for each communication session, each having a constant bit rate and latency between nodes.",131,how is circuit switching allocated,4,4,TRUE,TRUE,FALSE
3BDORL6HKKDNIRRBR66LQF1KW7VRC3,3VILS635XFH12N8B5SYDK5XF0KNPS6,3H7XDTSHKCR7TJMWJOICRPP1P88GWC,A5LYLHG880ABE,155,"packet switching contrasts with another principal networking paradigm, circuit switching, a method which pre-allocates dedicated network bandwidth specifically for each communication session, each having a constant bit rate and latency between nodes.",131,how is circuit switching allocated,3,3,TRUE,TRUE,FALSE
3BDORL6HKKDNIRRBR66LQF1KW7VRC3,3VILS635XFH12N8B5SYDK5XF0KNPS6,3WRFBPLXRAOGCD1UW8K5CCN1SRZ3N0,A21AVVEQUEX7DA,333,"packet switching contrasts with another principal networking paradigm, circuit switching, a method which pre-allocates dedicated network bandwidth specifically for each communication session, each having a constant bit rate and latency between nodes.",131,how is circuit switching allocated,4,4,TRUE,TRUE,FALSE
3BDORL6HKKDNIRRBR66LQF1KW7VRC3,3VILS635XFH12N8B5SYDK5XF0KNPS6,3YWRV122CSZF80R95QRNHON6G9KU8B,A11GWWAXRJQ6Y2,122,"packet switching contrasts with another principal networking paradigm, circuit switching, a method which pre-allocates dedicated network bandwidth specifically for each communication session, each having a constant bit rate and latency between nodes.",131,how is circuit switching allocated,3,3,TRUE,TRUE,FALSE
3W5PY7V3UP7JN693FTF1LF7CPEJJYB,3VILS635XFH12N8B5SYDK5XF0KNPS6,3018Q3ZVOIQ1BWS7YUGW846HZYGARR,A3C3RLZKKHH1FC,297,"some of the income was dispensed in the form of aid to other underdeveloped nations whose economies had been caught between higher oil prices and lower prices for their own export commodities, amid shrinking western demand.",77,what did some of the income in the form of aid prevent?,3,3,TRUE,TRUE,TRUE
3W5PY7V3UP7JN693FTF1LF7CPEJJYB,3VILS635XFH12N8B5SYDK5XF0KNPS6,3QFUFYSY9YFP6H7HYY6BEC6Y408F4P,A2SBISQJE2ZPJQ,304,"some of the income was dispensed in the form of aid to other underdeveloped nations whose economies had been caught between higher oil prices and lower prices for their own export commodities, amid shrinking western demand.",77,what did some of the income in the form of aid prevent?,3,3,FALSE,TRUE,TRUE
3W5PY7V3UP7JN693FTF1LF7CPEJJYB,3VILS635XFH12N8B5SYDK5XF0KNPS6,3SKEMFQBZ35154MXBCNLB1E8EIM8KS,A5LYLHG880ABE,324,"some of the income was dispensed in the form of aid to other underdeveloped nations whose economies had been caught between higher oil prices and lower prices for their own export commodities, amid shrinking western demand.",77,what did some of the income in the form of aid prevent?,2,3,TRUE,TRUE,TRUE
3W5PY7V3UP7JN693FTF1LF7CPEJJYB,3VILS635XFH12N8B5SYDK5XF0KNPS6,3VHHR074H3H8PWZWM77GC1VSSYKL7K,AUOYNTK0GOFOM,307,"some of the income was dispensed in the form of aid to other underdeveloped nations whose economies had been caught between higher oil prices and lower prices for their own export commodities, amid shrinking western demand.",77,what did some of the income in the form of aid prevent?,2,3,TRUE,TRUE,TRUE
3LG268AV3862FPBPNXCGG31NHJ8REW,3VILS635XFH12N8B5SYDK5XF0KNPS6,31N2WW6R9RQ4OLODYK1S47ESQ0DF35,A3C3RLZKKHH1FC,387,he had to work at various electrical repair jobs and even as a ditch digger for $2 per day.,102,what did tesla do for a job that paid two dollars a day?,4,4,TRUE,TRUE,FALSE
3LG268AV3862FPBPNXCGG31NHJ8REW,3VILS635XFH12N8B5SYDK5XF0KNPS6,379J5II41OGTYBE69FLMIBN9ELPLE7,A1GKEEI844CEKI,179,he had to work at various electrical repair jobs and even as a ditch digger for $2 per day.,102,what did tesla do for a job that paid two dollars a day?,5,4,TRUE,TRUE,FALSE
3LG268AV3862FPBPNXCGG31NHJ8REW,3VILS635XFH12N8B5SYDK5XF0KNPS6,3A1COHJ8NJVA3ELP5RKOY9YGM1IH8X,A21AVVEQUEX7DA,212,he had to work at various electrical repair jobs and even as a ditch digger for $2 per day.,102,what did tesla do for a job that paid two dollars a day?,4,3,TRUE,TRUE,FALSE
3LG268AV3862FPBPNXCGG31NHJ8REW,3VILS635XFH12N8B5SYDK5XF0KNPS6,3AUQQEL7U5TX3QB6FCODKVJ7BIH0VJ,A28A3HF3LSEIDT,330,he had to work at various electrical repair jobs and even as a ditch digger for $2 per day.,102,what did tesla do for a job that paid two dollars a day?,4,4,TRUE,TRUE,FALSE
38EHZ67RIMS92NUOOK6NU7SPOCOMGK,3VILS635XFH12N8B5SYDK5XF0KNPS6,31N2WW6R9RQ4OLODYK1S47ESQ0D3FT,A1GKEEI844CEKI,224,"luther 's 1541 hymn ""christ unser herr zum jordan kam"" (""to jordan came the christ our lord"") reflects the structure and substance of his questions and answers concerning baptism in the small catechism.",154,what does luther's hymn christ unser herr zum jordan kam concern?,5,5,TRUE,TRUE,FALSE
38EHZ67RIMS92NUOOK6NU7SPOCOMGK,3VILS635XFH12N8B5SYDK5XF0KNPS6,3HL8HNGX451Q3NDTFT22VKHEQSN9FG,A21AVVEQUEX7DA,305,"luther 's 1541 hymn ""christ unser herr zum jordan kam"" (""to jordan came the christ our lord"") reflects the structure and substance of his questions and answers concerning baptism in the small catechism.",154,what does luther's hymn christ unser herr zum jordan kam concern?,4,4,TRUE,TRUE,FALSE
38EHZ67RIMS92NUOOK6NU7SPOCOMGK,3VILS635XFH12N8B5SYDK5XF0KNPS6,3OONKJ5DKCJ3XT5JCGZO9KLI6THBOE,A28A3HF3LSEIDT,395,"luther 's 1541 hymn ""christ unser herr zum jordan kam"" (""to jordan came the christ our lord"") reflects the structure and substance of his questions and answers concerning baptism in the small catechism.",154,what does luther's hymn christ unser herr zum jordan kam concern?,4,4,TRUE,TRUE,FALSE
38EHZ67RIMS92NUOOK6NU7SPOCOMGK,3VILS635XFH12N8B5SYDK5XF0KNPS6,3X66WABAJWIA2LK8947AMSE4RFC3GR,A3NHMKVK98NY7I,360,"luther 's 1541 hymn ""christ unser herr zum jordan kam"" (""to jordan came the christ our lord"") reflects the structure and substance of his questions and answers concerning baptism in the small catechism.",154,what does luther's hymn christ unser herr zum jordan kam concern?,3,4,TRUE,TRUE,FALSE
3EQPA8A374WJSWJ8BFHKZMGEV8NJZ2,3VILS635XFH12N8B5SYDK5XF0KNPS6,34S6N1K2ZVJ5IL58ZGTS3EKM61HLHN,A1V2H0UF94ATWY,491,"in the more spiritual or mystical islamic tradition of sufism, the position of spiritual teacher and an esoteric (as opposed to exoteric, or actions-oriented, e.g. the five pillars of islam) spirituality and spiritual knowledge takes on a more important dimension, with emphasis on learning from living saints - the highest of which is a qutb - and of traditions passed down from initiate to initiate, and traceable back to the founder of the order.",126,what is the name of the mystical type of islam?,5,5,TRUE,TRUE,FALSE
3EQPA8A374WJSWJ8BFHKZMGEV8NJZ2,3VILS635XFH12N8B5SYDK5XF0KNPS6,382M9COHEHFWH110ITDN9YJSRCIEUU,A28A3HF3LSEIDT,363,"in the more spiritual or mystical islamic tradition of sufism, the position of spiritual teacher and an esoteric (as opposed to exoteric, or actions-oriented, e.g. the five pillars of islam) spirituality and spiritual knowledge takes on a more important dimension, with emphasis on learning from living saints - the highest of which is a qutb - and of traditions passed down from initiate to initiate, and traceable back to the founder of the order.",126,what is the name of the mystical type of islam?,4,4,TRUE,TRUE,FALSE
3EQPA8A374WJSWJ8BFHKZMGEV8NJZ2,3VILS635XFH12N8B5SYDK5XF0KNPS6,3C6FJU71TQTUN6IRIUPHG1B89OMYUS,A11GWWAXRJQ6Y2,386,"in the more spiritual or mystical islamic tradition of sufism, the position of spiritual teacher and an esoteric (as opposed to exoteric, or actions-oriented, e.g. the five pillars of islam) spirituality and spiritual knowledge takes on a more important dimension, with emphasis on learning from living saints - the highest of which is a qutb - and of traditions passed down from initiate to initiate, and traceable back to the founder of the order.",126,what is the name of the mystical type of islam?,4,3,TRUE,TRUE,FALSE
3EQPA8A374WJSWJ8BFHKZMGEV8NJZ2,3VILS635XFH12N8B5SYDK5XF0KNPS6,3OVHNO1VE618BUHASL1BK8GMTIVZDA,A1F1BIPJR11LSR,239,"in the more spiritual or mystical islamic tradition of sufism, the position of spiritual teacher and an esoteric (as opposed to exoteric, or actions-oriented, e.g. the five pillars of islam) spirituality and spiritual knowledge takes on a more important dimension, with emphasis on learning from living saints - the highest of which is a qutb - and of traditions passed down from initiate to initiate, and traceable back to the founder of the order.",126,what is the name of the mystical type of islam?,5,5,TRUE,TRUE,FALSE
3ZCC2DXSD749IV421TG4V2M02ISYYK,3VILS635XFH12N8B5SYDK5XF0KNPS6,324G5B4FB38VS0AAXELXEH34P0A70Y,A28A3HF3LSEIDT,398,"the war was fought between the colonies of british america and new france, with both sides supported by military units from their parent countries of great britain and france, as well as native american allies.",57,what did the war between britain and france support?,4,4,TRUE,TRUE,TRUE
3ZCC2DXSD749IV421TG4V2M02ISYYK,3VILS635XFH12N8B5SYDK5XF0KNPS6,3I3WADAZ9Q418DOAB68B6YLQWXVO5Q,A11GWWAXRJQ6Y2,142,"the war was fought between the colonies of british america and new france, with both sides supported by military units from their parent countries of great britain and france, as well as native american allies.",57,what did the war between britain and france support?,3,3,TRUE,TRUE,TRUE
3ZCC2DXSD749IV421TG4V2M02ISYYK,3VILS635XFH12N8B5SYDK5XF0KNPS6,3LPW2N6LKT2WLI877SKK54DFEJI5UJ,A4W9APAHFWVLO,302,"the war was fought between the colonies of british america and new france, with both sides supported by military units from their parent countries of great britain and france, as well as native american allies.",57,what did the war between britain and france support?,2,2,TRUE,FALSE,TRUE
3ZCC2DXSD749IV421TG4V2M02ISYYK,3VILS635XFH12N8B5SYDK5XF0KNPS6,3OVHNO1VE618BUHASL1BK8GMTIWDZP,A1F1BIPJR11LSR,268,"the war was fought between the colonies of british america and new france, with both sides supported by military units from their parent countries of great britain and france, as well as native american allies.",57,what did the war between britain and france support?,4,3,TRUE,FALSE,TRUE
3R5LWXWHR08KWZTS2R8W5O8NVGAXGH,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,31LVTDXBL7AI7FJBVL5MHIMSTBRRL4,A2RR3R75ECQSKE,221,"charles avison, the leading british composer of concertos in the 18th century, was born in newcastle upon tyne in 1709 and died there in 1770.",60,when was charles avison born?,4,4,TRUE,TRUE,TRUE
3R5LWXWHR08KWZTS2R8W5O8NVGAXGH,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,31T4R4OBOSGFMS5Q9UEH9I55YQI7C4,A2SBISQJE2ZPJQ,218,"charles avison, the leading british composer of concertos in the 18th century, was born in newcastle upon tyne in 1709 and died there in 1770.",60,when was charles avison born?,4,4,TRUE,TRUE,TRUE
3R5LWXWHR08KWZTS2R8W5O8NVGAXGH,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3B3WTRP3DB262T1HRYNVB1NPHPV294,A15A09BRS1Q8W0,131,"charles avison, the leading british composer of concertos in the 18th century, was born in newcastle upon tyne in 1709 and died there in 1770.",60,when was charles avison born?,5,5,TRUE,TRUE,TRUE
3R5LWXWHR08KWZTS2R8W5O8NVGAXGH,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3F0BG9B9MPNSPV6V5MW669XO1E17YD,A1NGXQMOBCXDC3,272,"charles avison, the leading british composer of concertos in the 18th century, was born in newcastle upon tyne in 1709 and died there in 1770.",60,when was charles avison born?,5,5,TRUE,TRUE,TRUE
3NCN4N1H1GHJTO7DKZT96BQSDP8NB6,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,32AT8R96GL9XRK6IJOXSYFN7S44USQ,A15A09BRS1Q8W0,182,"the league eventually narrowed the bids to three sites: new orleans' mercedes-benz superdome, miami's sun life stadium, and the san francisco bay area's levi's stadium.",193,what three stadiums did the nfl decide between for the game?,5,5,TRUE,TRUE,FALSE
3NCN4N1H1GHJTO7DKZT96BQSDP8NB6,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,33ISQZVXPPMLY90M0BMSP4XJZ19CC2,A3SKEW89V5S0DI,384,"the league eventually narrowed the bids to three sites: new orleans' mercedes-benz superdome, miami's sun life stadium, and the san francisco bay area's levi's stadium.",193,what three stadiums did the nfl decide between for the game?,4,2,FALSE,TRUE,FALSE
3NCN4N1H1GHJTO7DKZT96BQSDP8NB6,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,35L9RVQFCOI81BS28ULTU1G5JTKUH2,A1MIR0TP081SKT,244,"the league eventually narrowed the bids to three sites: new orleans' mercedes-benz superdome, miami's sun life stadium, and the san francisco bay area's levi's stadium.",193,what three stadiums did the nfl decide between for the game?,5,4,TRUE,TRUE,FALSE
3NCN4N1H1GHJTO7DKZT96BQSDP8NB6,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3HHRAGRYX85K90QMEWLSIEQSIUPO9U,A1NGXQMOBCXDC3,174,"the league eventually narrowed the bids to three sites: new orleans' mercedes-benz superdome, miami's sun life stadium, and the san francisco bay area's levi's stadium.",193,what three stadiums did the nfl decide between for the game?,5,5,TRUE,TRUE,FALSE
3DQYSJDTYLBMCLX1WWI85LNBI0VXE0,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3FE7TXL1LINCUSI380YHXWDERPXQ2C,A1NGXQMOBCXDC3,170,"also, with the advent of the internet, many teachers are now selling their lesson plans to other teachers through the web in order to earn supplemental income, most notably on teacherspayteachers.com.",87,what are most students now selling their work for?,5,5,TRUE,FALSE,TRUE
3DQYSJDTYLBMCLX1WWI85LNBI0VXE0,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3L2IS5HSFAI0B7EDBSG6ZLD155VUND,A2WTDVHVVORNDU,383,"also, with the advent of the internet, many teachers are now selling their lesson plans to other teachers through the web in order to earn supplemental income, most notably on teacherspayteachers.com.",87,what are most students now selling their work for?,1,1,TRUE,FALSE,TRUE
3DQYSJDTYLBMCLX1WWI85LNBI0VXE0,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3Q8GYXHFEP20ZOR7L1ZKBYR97KNC5U,A2YYQJ3JWA2KGD,243,"also, with the advent of the internet, many teachers are now selling their lesson plans to other teachers through the web in order to earn supplemental income, most notably on teacherspayteachers.com.",87,what are most students now selling their work for?,4,3,TRUE,TRUE,TRUE
3DQYSJDTYLBMCLX1WWI85LNBI0VXE0,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3TS1AR6UQQEMP4P00W4IHOQ8V3C7FH,A1FGKIKJYSL1MI,289,"also, with the advent of the internet, many teachers are now selling their lesson plans to other teachers through the web in order to earn supplemental income, most notably on teacherspayteachers.com.",87,what are most students now selling their work for?,2,2,TRUE,FALSE,TRUE
3VMHWJRYHVGEIZXXR72EN38BU1AXFI,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,32VNZTT0A74M97CQPT65V1KH7PXR4C,AHV4U78TUUDKI,201,"japanese imports, primarily the toyota corona, the toyota corolla, the datsun b210, the datsun 510, the honda civic, the mitsubishi galant (a captive import from chrysler sold as the dodge colt), the subaru dl, and later the honda accord all had four cylinder engines that were more fuel efficient than the typical american v8 and six cylinder engines.",164,which country's cars became more highly sought after as they were more fuel efficient?,5,5,TRUE,TRUE,FALSE
3VMHWJRYHVGEIZXXR72EN38BU1AXFI,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3GD6L00D3SXEKS2FX3RMB4J4PIP1MM,A15A09BRS1Q8W0,104,"japanese imports, primarily the toyota corona, the toyota corolla, the datsun b210, the datsun 510, the honda civic, the mitsubishi galant (a captive import from chrysler sold as the dodge colt), the subaru dl, and later the honda accord all had four cylinder engines that were more fuel efficient than the typical american v8 and six cylinder engines.",164,which country's cars became more highly sought after as they were more fuel efficient?,5,5,TRUE,TRUE,FALSE
3VMHWJRYHVGEIZXXR72EN38BU1AXFI,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3X73LLYYQ1EV6L8TBT97G6OBBXSHNY,A3N7R7P9HP2YB6,171,"japanese imports, primarily the toyota corona, the toyota corolla, the datsun b210, the datsun 510, the honda civic, the mitsubishi galant (a captive import from chrysler sold as the dodge colt), the subaru dl, and later the honda accord all had four cylinder engines that were more fuel efficient than the typical american v8 and six cylinder engines.",164,which country's cars became more highly sought after as they were more fuel efficient?,5,3,TRUE,TRUE,FALSE
3VMHWJRYHVGEIZXXR72EN38BU1AXFI,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3Z7VU45IPYHEJZ1YCSHGJ6FD4M5Z1Z,A1NGXQMOBCXDC3,173,"japanese imports, primarily the toyota corona, the toyota corolla, the datsun b210, the datsun 510, the honda civic, the mitsubishi galant (a captive import from chrysler sold as the dodge colt), the subaru dl, and later the honda accord all had four cylinder engines that were more fuel efficient than the typical american v8 and six cylinder engines.",164,which country's cars became more highly sought after as they were more fuel efficient?,5,5,TRUE,TRUE,FALSE
3JHB4BPSFK9L8S58277UJZQ7U0T9Q6,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,34V1S5K3GS1UKUKIE0ZY1E41XUW96R,A1NGXQMOBCXDC3,183,"barred by the government from settling in new france, huguenots led by jesse de forest, sailed to north america in 1624 and settled instead in the dutch colony of new netherland (later incorporated into new york and new jersey); as well as great britain 's colonies, including nova scotia.",199,when did huguenots colonize in north america?,5,5,TRUE,TRUE,FALSE
3JHB4BPSFK9L8S58277UJZQ7U0T9Q6,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,379J5II41OGTYBE69FLMIBN9EM2ELF,A1IZ4NX41GKU4X,322,"barred by the government from settling in new france, huguenots led by jesse de forest, sailed to north america in 1624 and settled instead in the dutch colony of new netherland (later incorporated into new york and new jersey); as well as great britain 's colonies, including nova scotia.",199,when did huguenots colonize in north america?,5,5,TRUE,TRUE,FALSE
3JHB4BPSFK9L8S58277UJZQ7U0T9Q6,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,39ZSFO5CA8W4SHNSWUOE6EWKWLOUJ7,A14W0AXTJ3R19V,190,"barred by the government from settling in new france, huguenots led by jesse de forest, sailed to north america in 1624 and settled instead in the dutch colony of new netherland (later incorporated into new york and new jersey); as well as great britain 's colonies, including nova scotia.",199,when did huguenots colonize in north america?,4,4,TRUE,TRUE,FALSE
3JHB4BPSFK9L8S58277UJZQ7U0T9Q6,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3U5NZHP4LR2V96K6R8MZKVT6BCTHPU,AE03LUY7RH400,316,"barred by the government from settling in new france, huguenots led by jesse de forest, sailed to north america in 1624 and settled instead in the dutch colony of new netherland (later incorporated into new york and new jersey); as well as great britain 's colonies, including nova scotia.",199,when did huguenots colonize in north america?,4,3,TRUE,TRUE,FALSE
3XUSYT70IT19NPDQXPIHQPIF8HA0DG,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,33C7UALJVLYZZ30B32H36MI95DY18W,A3DZ46U9XRLVBI,293,"t-cells have a symbiotic relationship with vitamin d. not only does the t-cell extend a vitamin d receptor, in essence asking to bind to the steroid hormone version of vitamin d, calcitriol, but the t-cell expresses the gene cyp27b1, which is the gene responsible for converting the pre-hormone version of vitamin d, calcidiol into the steroid hormone version, calcitriol.",183,what is the nature of the relationship between t-cells and vitamin d?,5,5,TRUE,TRUE,FALSE
3XUSYT70IT19NPDQXPIHQPIF8HA0DG,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,33LK57MYLT5EDJ0SPBW0F72MUMHSZB,A1NOINYD1FZ55T,375,"t-cells have a symbiotic relationship with vitamin d. not only does the t-cell extend a vitamin d receptor, in essence asking to bind to the steroid hormone version of vitamin d, calcitriol, but the t-cell expresses the gene cyp27b1, which is the gene responsible for converting the pre-hormone version of vitamin d, calcidiol into the steroid hormone version, calcitriol.",183,what is the nature of the relationship between t-cells and vitamin d?,5,5,TRUE,TRUE,FALSE
3XUSYT70IT19NPDQXPIHQPIF8HA0DG,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3CFJTT4SXTQ6ZVRQ14A3KL30BV57I9,A1IZ4NX41GKU4X,219,"t-cells have a symbiotic relationship with vitamin d. not only does the t-cell extend a vitamin d receptor, in essence asking to bind to the steroid hormone version of vitamin d, calcitriol, but the t-cell expresses the gene cyp27b1, which is the gene responsible for converting the pre-hormone version of vitamin d, calcidiol into the steroid hormone version, calcitriol.",183,what is the nature of the relationship between t-cells and vitamin d?,5,5,TRUE,TRUE,FALSE
3XUSYT70IT19NPDQXPIHQPIF8HA0DG,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3ZAZR5XV01IY62BWSP6002Y48JXCZ3,A15A09BRS1Q8W0,343,"t-cells have a symbiotic relationship with vitamin d. not only does the t-cell extend a vitamin d receptor, in essence asking to bind to the steroid hormone version of vitamin d, calcitriol, but the t-cell expresses the gene cyp27b1, which is the gene responsible for converting the pre-hormone version of vitamin d, calcidiol into the steroid hormone version, calcitriol.",183,what is the nature of the relationship between t-cells and vitamin d?,5,5,TRUE,TRUE,FALSE
