HITId,HITTypeId,AssignmentId,WorkerId,WorkTimeInSeconds,Context,Input Number,Question,Answer,Clarity,Fluency,Grammatical,Present,Generated
3NI0WFPPI9GA2GYBN2A3KJ8NRYH60U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,34PGFRQONOBHKLCXRU3FO2HHHJXJWT,A1Z6F6EIUJFC6T,266,"while chinese primary schools were allowed to retain chinese as the medium of instruction, chinese secondary schools are required to change into english-medium schools.",195,what language is used in chinese primary schools in malaysia?,chinese,4,3,TRUE,TRUE,FALSE
3NI0WFPPI9GA2GYBN2A3KJ8NRYH60U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3CN4LGXD5XOV68OC3OYZ3XDEAU74YM,A3696JXTRKL2FI,284,"while chinese primary schools were allowed to retain chinese as the medium of instruction, chinese secondary schools are required to change into english-medium schools.",195,what language is used in chinese primary schools in malaysia?,chinese,5,5,TRUE,TRUE,FALSE
3NI0WFPPI9GA2GYBN2A3KJ8NRYH60U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3N2BF7Y2VQUPO3NTZSU73RZB6PFMH0,A610SH5RY1NG1,122,"while chinese primary schools were allowed to retain chinese as the medium of instruction, chinese secondary schools are required to change into english-medium schools.",195,what language is used in chinese primary schools in malaysia?,chinese,1,1,TRUE,FALSE,FALSE
3NI0WFPPI9GA2GYBN2A3KJ8NRYH60U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3QUO65DNQUOITSEPC7GJEAD6VXUUOM,A8TIL9U6YHG5,400,"while chinese primary schools were allowed to retain chinese as the medium of instruction, chinese secondary schools are required to change into english-medium schools.",195,what language is used in chinese primary schools in malaysia?,chinese,5,5,TRUE,TRUE,FALSE
3N5YJ55YXG3EAE2LELTDB06MVAIANZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3HRMW88U16QED3HX1KNMXZ0UK8E0MD,A8TIL9U6YHG5,276,"oxfam's claims have however been questioned on the basis of the methodology used: by using net wealth (adding up assets and subtracting debts), the oxfam report, for instance, finds that there are more poor people in the united states and western europe than in china (due to a greater tendency to take on debts).",147,what has caused oxfam's findings to be questioned?,the methodology used,5,5,TRUE,TRUE,FALSE
3N5YJ55YXG3EAE2LELTDB06MVAIANZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3IAEQB9FMEK4HZC5HYH4L4M4CZZDW8,A610SH5RY1NG1,182,"oxfam's claims have however been questioned on the basis of the methodology used: by using net wealth (adding up assets and subtracting debts), the oxfam report, for instance, finds that there are more poor people in the united states and western europe than in china (due to a greater tendency to take on debts).",147,what has caused oxfam's findings to be questioned?,the methodology used,5,5,TRUE,TRUE,FALSE
3N5YJ55YXG3EAE2LELTDB06MVAIANZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3IFS6Q0HJIJSITBIP78EFCZWYRCSIB,A2LU259QPV1I4V,357,"oxfam's claims have however been questioned on the basis of the methodology used: by using net wealth (adding up assets and subtracting debts), the oxfam report, for instance, finds that there are more poor people in the united states and western europe than in china (due to a greater tendency to take on debts).",147,what has caused oxfam's findings to be questioned?,the methodology used,5,5,TRUE,TRUE,FALSE
3N5YJ55YXG3EAE2LELTDB06MVAIANZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3X87C8JFV6B5ZRZ12FDNOEQIP1TQSC,A23S6QOSZH9TMT,281,"oxfam's claims have however been questioned on the basis of the methodology used: by using net wealth (adding up assets and subtracting debts), the oxfam report, for instance, finds that there are more poor people in the united states and western europe than in china (due to a greater tendency to take on debts).",147,what has caused oxfam's findings to be questioned?,the methodology used,5,4,FALSE,TRUE,FALSE
3BO3NEOQM0HMWDRUH5GL6SA59BOIAR,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3K3R2QNK8B3FM5AJAIX1HKIH0Y89UN,A2TT6FAIWFD25N,169,"gaining support from princes and officers in northern china and some other parts of the dynasty, khanbaliq-based tugh temür eventually won the civil war against ragibagh known as the war of the two capitals.",145,what was the civil war against ragibagh also called?,the war of the two capitals,4,4,TRUE,TRUE,FALSE
3BO3NEOQM0HMWDRUH5GL6SA59BOIAR,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3L4D84MILZSZNVH8WVHFNZ7U2VJJHS,A1Z6F6EIUJFC6T,151,"gaining support from princes and officers in northern china and some other parts of the dynasty, khanbaliq-based tugh temür eventually won the civil war against ragibagh known as the war of the two capitals.",145,what was the civil war against ragibagh also called?,the war of the two capitals,3,2,TRUE,TRUE,FALSE
3BO3NEOQM0HMWDRUH5GL6SA59BOIAR,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3OS4RQUCR9F9RGSQDDGYMQC4EBWFB4,A2541C8MY0BYV3,216,"gaining support from princes and officers in northern china and some other parts of the dynasty, khanbaliq-based tugh temür eventually won the civil war against ragibagh known as the war of the two capitals.",145,what was the civil war against ragibagh also called?,the war of the two capitals,5,5,TRUE,TRUE,FALSE
3BO3NEOQM0HMWDRUH5GL6SA59BOIAR,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3PEIJLRY6TTIF5HM8YIGFBPWSHCXWV,A3BI0AX5T5GVO3,186,"gaining support from princes and officers in northern china and some other parts of the dynasty, khanbaliq-based tugh temür eventually won the civil war against ragibagh known as the war of the two capitals.",145,what was the civil war against ragibagh also called?,the war of the two capitals,4,4,TRUE,TRUE,FALSE
3SX4X51T809WSZ2XF0TQQP6RLKNAOE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,30H4UDGLT2IH1KLHI52CC012SGPPM8,A3696JXTRKL2FI,294,this is not a valid comparison -- the inner mitochondria membrane is used to run proton pumps and carry out oxidative phosphorylation across to generate atp energy.,128,what does oxidative phosphorylation do?,generate atp energy,5,5,TRUE,TRUE,FALSE
3SX4X51T809WSZ2XF0TQQP6RLKNAOE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3DQQ64TANGLD6WFVM78ZLY3TQI3WP6,A3BI0AX5T5GVO3,104,this is not a valid comparison -- the inner mitochondria membrane is used to run proton pumps and carry out oxidative phosphorylation across to generate atp energy.,128,what does oxidative phosphorylation do?,generate atp energy,5,4,TRUE,TRUE,FALSE
3SX4X51T809WSZ2XF0TQQP6RLKNAOE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3EO896NRAWVPS483WPY41IAIDPFTJD,A2VE5IV9OD2SK1,220,this is not a valid comparison -- the inner mitochondria membrane is used to run proton pumps and carry out oxidative phosphorylation across to generate atp energy.,128,what does oxidative phosphorylation do?,generate atp energy,3,3,TRUE,TRUE,FALSE
3SX4X51T809WSZ2XF0TQQP6RLKNAOE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3NXNZ5RS1AXDOUYNXA4Q7S4XSNC79K,A1Z6F6EIUJFC6T,212,this is not a valid comparison -- the inner mitochondria membrane is used to run proton pumps and carry out oxidative phosphorylation across to generate atp energy.,128,what does oxidative phosphorylation do?,generate atp energy,3,3,TRUE,TRUE,FALSE
35F6NGNVM8JUMP974E35A8AOJKY7T6,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,31N2WW6R9RQ4OLODYK1S47ESQJJF3D,A2DQPRIY1W73NY,267,"charles avison, the leading british composer of concertos in the 18th century, was born in newcastle upon tyne in 1709 and died there in 1770.",59,what year did charles avison die in newcastle?,1770,2,2,TRUE,FALSE,TRUE
35F6NGNVM8JUMP974E35A8AOJKY7T6,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,37XITHEISW9P4BP5I8CNEZW5ZK7CR3,A2SBISQJE2ZPJQ,316,"charles avison, the leading british composer of concertos in the 18th century, was born in newcastle upon tyne in 1709 and died there in 1770.",59,what year did charles avison die in newcastle?,1770,4,4,TRUE,FALSE,TRUE
35F6NGNVM8JUMP974E35A8AOJKY7T6,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3RGU30DZTA8LF9IJNSXSF4FQJHKMJ6,A3BI0AX5T5GVO3,92,"charles avison, the leading british composer of concertos in the 18th century, was born in newcastle upon tyne in 1709 and died there in 1770.",59,what year did charles avison die in newcastle?,1770,4,4,TRUE,TRUE,TRUE
35F6NGNVM8JUMP974E35A8AOJKY7T6,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3WMINLGALB3X5U3OGXQ1J97VZGJCAV,A2541C8MY0BYV3,158,"charles avison, the leading british composer of concertos in the 18th century, was born in newcastle upon tyne in 1709 and died there in 1770.",59,what year did charles avison die in newcastle?,1770,5,5,TRUE,TRUE,TRUE
3SSN80MU8COPYLPBSITB3G0G20MKX8,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,35K3O9HUABD7YJ4AN4IONYIPH8BFE6,A2LU259QPV1I4V,369,"the league eventually narrowed the bids to three sites : new orleans' mercedes-benz superdome, miami's sun life stadium, and the san francisco bay area's levi's stadium.",192,what three stadiums did the nfl decide between for the game?,"new orleans' mercedes-benz superdome, miami's sun life stadium, and the san francisco bay area's levi's stadium",5,5,TRUE,TRUE,FALSE
3SSN80MU8COPYLPBSITB3G0G20MKX8,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3B1NLC6UGZWH9APV724HZVH5WUDPG0,A610SH5RY1NG1,147,"the league eventually narrowed the bids to three sites : new orleans' mercedes-benz superdome, miami's sun life stadium, and the san francisco bay area's levi's stadium.",192,what three stadiums did the nfl decide between for the game?,"new orleans' mercedes-benz superdome, miami's sun life stadium, and the san francisco bay area's levi's stadium",5,5,TRUE,TRUE,FALSE
3SSN80MU8COPYLPBSITB3G0G20MKX8,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3UOUJI6MTDE5N1SHDY3FXN4Z711XUW,A3BI0AX5T5GVO3,107,"the league eventually narrowed the bids to three sites : new orleans' mercedes-benz superdome, miami's sun life stadium, and the san francisco bay area's levi's stadium.",192,what three stadiums did the nfl decide between for the game?,"new orleans' mercedes-benz superdome, miami's sun life stadium, and the san francisco bay area's levi's stadium",4,5,TRUE,TRUE,FALSE
3SSN80MU8COPYLPBSITB3G0G20MKX8,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3ZPBJO59KP1MK9HGMZV4K1CHXBQDHC,A1STU8IA7S3WOK,199,"the league eventually narrowed the bids to three sites : new orleans' mercedes-benz superdome, miami's sun life stadium, and the san francisco bay area's levi's stadium.",192,what three stadiums did the nfl decide between for the game?,"new orleans' mercedes-benz superdome, miami's sun life stadium, and the san francisco bay area's levi's stadium",5,5,TRUE,TRUE,FALSE
3UUSLRKAUL3N50DAIO3Q54S2GYAD7T,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,33FOTY3KEML1B6QOKEX888ESVMGC1A,A3BI0AX5T5GVO3,126,"also, with the advent of the internet, many teachers are now selling their lesson plans to other teachers through the web in order to earn supplemental income, most notably on teacherspayteachers.com.",86,what website are teachers using to sell their lesson plans?,teacherspayteachers.com,4,4,TRUE,TRUE,TRUE
3UUSLRKAUL3N50DAIO3Q54S2GYAD7T,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,37QW5D2ZRGMZTNZ5GLWN2N5IVV68SI,A3696JXTRKL2FI,230,"also, with the advent of the internet, many teachers are now selling their lesson plans to other teachers through the web in order to earn supplemental income, most notably on teacherspayteachers.com.",86,what website are teachers using to sell their lesson plans?,teacherspayteachers.com,5,5,TRUE,TRUE,TRUE
3UUSLRKAUL3N50DAIO3Q54S2GYAD7T,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,39GAF6DQWR0XAFWOBVSDY02HGTY1V0,A3862RIFFUV141,301,"also, with the advent of the internet, many teachers are now selling their lesson plans to other teachers through the web in order to earn supplemental income, most notably on teacherspayteachers.com.",86,what website are teachers using to sell their lesson plans?,teacherspayteachers.com,5,5,TRUE,TRUE,TRUE
3UUSLRKAUL3N50DAIO3Q54S2GYAD7T,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,39U1BHVTDLRE7Q6ET46HLBTTHST3TB,A610SH5RY1NG1,135,"also, with the advent of the internet, many teachers are now selling their lesson plans to other teachers through the web in order to earn supplemental income, most notably on teacherspayteachers.com.",86,what website are teachers using to sell their lesson plans?,teacherspayteachers.com,5,5,TRUE,TRUE,TRUE
3BVS8WK9Q0VRFNWMNJGH13UBRT9IBM,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3G2UL9A02DEQ6BWPZ31ENIDV2M4678,A610SH5RY1NG1,93,"japanese imports, primarily the toyota corona, the toyota corolla, the datsun b210, the datsun 510, the honda civic, the mitsubishi galant (a captive import from chrysler sold as the dodge colt), the subaru dl, and later the honda accord all had four cylinder engines that were more fuel efficient than the typical american v8 and six cylinder engines.",163,which country's cars became more highly sought after as they were more fuel efficient?,japanese imports,5,5,TRUE,TRUE,FALSE
3BVS8WK9Q0VRFNWMNJGH13UBRT9IBM,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3L6L49WXW0XX4KESSMT2S0FLFP1454,AR1IWBDA7MC86,336,"japanese imports, primarily the toyota corona, the toyota corolla, the datsun b210, the datsun 510, the honda civic, the mitsubishi galant (a captive import from chrysler sold as the dodge colt), the subaru dl, and later the honda accord all had four cylinder engines that were more fuel efficient than the typical american v8 and six cylinder engines.",163,which country's cars became more highly sought after as they were more fuel efficient?,japanese imports,5,5,TRUE,TRUE,FALSE
3BVS8WK9Q0VRFNWMNJGH13UBRT9IBM,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3OB0CAO74HPPIKC7IVIIXMMIFZTYH2,AU2NVT51E749C,248,"japanese imports, primarily the toyota corona, the toyota corolla, the datsun b210, the datsun 510, the honda civic, the mitsubishi galant (a captive import from chrysler sold as the dodge colt), the subaru dl, and later the honda accord all had four cylinder engines that were more fuel efficient than the typical american v8 and six cylinder engines.",163,which country's cars became more highly sought after as they were more fuel efficient?,japanese imports,3,4,FALSE,FALSE,FALSE
3BVS8WK9Q0VRFNWMNJGH13UBRT9IBM,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3RXCAC0YIRPW3IQELL26D9MF7KDG87,A2VE5IV9OD2SK1,240,"japanese imports, primarily the toyota corona, the toyota corolla, the datsun b210, the datsun 510, the honda civic, the mitsubishi galant (a captive import from chrysler sold as the dodge colt), the subaru dl, and later the honda accord all had four cylinder engines that were more fuel efficient than the typical american v8 and six cylinder engines.",163,which country's cars became more highly sought after as they were more fuel efficient?,japanese imports,5,5,TRUE,FALSE,FALSE
386659BNTLHFVUXEHWYMPNH6JN110R,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,31UV0MXWNQCRCRD7DBV6M1P4K73I5Y,A2FBT0BSFOV91D,287,"barred by the government from settling in new france, huguenots led by jessã© de forest, sailed to north america in 1624 and settled instead in the dutch colony of new netherland (later incorporated into new york and new jersey); as well as great britain 's colonies, including nova scotia.",198,when did huguenots colonize in north america?,1624,5,5,TRUE,TRUE,FALSE
386659BNTLHFVUXEHWYMPNH6JN110R,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3DPNQGW4LLFTNOE6X537K6TLBKF46N,A610SH5RY1NG1,83,"barred by the government from settling in new france, huguenots led by jessã© de forest, sailed to north america in 1624 and settled instead in the dutch colony of new netherland (later incorporated into new york and new jersey); as well as great britain 's colonies, including nova scotia.",198,when did huguenots colonize in north america?,1624,5,5,TRUE,TRUE,FALSE
386659BNTLHFVUXEHWYMPNH6JN110R,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3VW04L3ZLT6X45MCI3E2HU331JIXXO,A37WDOIQH6JM6V,228,"barred by the government from settling in new france, huguenots led by jessã© de forest, sailed to north america in 1624 and settled instead in the dutch colony of new netherland (later incorporated into new york and new jersey); as well as great britain 's colonies, including nova scotia.",198,when did huguenots colonize in north america?,1624,5,5,TRUE,TRUE,FALSE
386659BNTLHFVUXEHWYMPNH6JN110R,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3ZGVPD4G6THFSJD7EB1QPCY8WNQZT2,A3696JXTRKL2FI,142,"barred by the government from settling in new france, huguenots led by jessã© de forest, sailed to north america in 1624 and settled instead in the dutch colony of new netherland (later incorporated into new york and new jersey); as well as great britain 's colonies, including nova scotia.",198,when did huguenots colonize in north america?,1624,4,5,TRUE,TRUE,FALSE
3M4KL7H8KVNA95JTJLE3YORXWQN61X,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3QXNC7EIPIVZ6JY3CBJHSDUAK9709E,A3BI0AX5T5GVO3,239,"t-cells have a symbiotic relationship with vitamin d. not only does the t-cell extend a vitamin d receptor, in essence asking to bind to the steroid hormone version of vitamin d, calcitriol, but the t-cell expresses the gene cyp27b1, which is the gene responsible for converting the pre-hormone version of vitamin d, calcidiol into the steroid hormone version, calcitriol.",182,what is the nature of the relationship between t-cells and vitamin d?,symbiotic relationship,4,4,TRUE,TRUE,FALSE
3M4KL7H8KVNA95JTJLE3YORXWQN61X,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3STRJBFXOWRK3OELEAYG2XAVSEEKT2,A37WDOIQH6JM6V,335,"t-cells have a symbiotic relationship with vitamin d. not only does the t-cell extend a vitamin d receptor, in essence asking to bind to the steroid hormone version of vitamin d, calcitriol, but the t-cell expresses the gene cyp27b1, which is the gene responsible for converting the pre-hormone version of vitamin d, calcidiol into the steroid hormone version, calcitriol.",182,what is the nature of the relationship between t-cells and vitamin d?,symbiotic relationship,5,4,TRUE,TRUE,FALSE
3M4KL7H8KVNA95JTJLE3YORXWQN61X,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3X65QVEQI0NE1DUSDOFRSNN6TSKCLF,A610SH5RY1NG1,136,"t-cells have a symbiotic relationship with vitamin d. not only does the t-cell extend a vitamin d receptor, in essence asking to bind to the steroid hormone version of vitamin d, calcitriol, but the t-cell expresses the gene cyp27b1, which is the gene responsible for converting the pre-hormone version of vitamin d, calcidiol into the steroid hormone version, calcitriol.",182,what is the nature of the relationship between t-cells and vitamin d?,symbiotic relationship,4,4,TRUE,TRUE,FALSE
3M4KL7H8KVNA95JTJLE3YORXWQN61X,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3YGXWBAF70HI35N77WGA66LV76N4CC,A4W9APAHFWVLO,257,"t-cells have a symbiotic relationship with vitamin d. not only does the t-cell extend a vitamin d receptor, in essence asking to bind to the steroid hormone version of vitamin d, calcitriol, but the t-cell expresses the gene cyp27b1, which is the gene responsible for converting the pre-hormone version of vitamin d, calcidiol into the steroid hormone version, calcitriol.",182,what is the nature of the relationship between t-cells and vitamin d?,symbiotic relationship,4,4,TRUE,TRUE,FALSE
3WGZLY9VCHMR5EITSTVWJ4OXRIGD8G,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,30JNVC0OR9KG9ILLRL1OK0JGGQEHQK,A2J2P9JE374XCM,197,"the style adopted for this part of the museum was italian renaissance, much use was made of terracotta, brick and mosaic, this north faã§ade was intended as the main entrance to the museum with its bronze doors designed by james gamble & reuben townroe having six panels depicting : humphry davy (chemistry) ; isaac newton (astronomy) ; james watt (mechanics) ; bramante (architecture) ; michelangelo (sculpture) ; titian (painting) ; thus representing the range of the museums collections, godfrey sykes also designed the terracotta embellishments and the mosaic in the pediment of the north faã§ade commemorating the great exhibition the profits from which helped to fund the museum, this is flanked by terracotta statue groups by percival ball.",143,what art historical style was used in the decoration for the northern part of the museum?,italian renaissance,5,5,TRUE,TRUE,FALSE
3WGZLY9VCHMR5EITSTVWJ4OXRIGD8G,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,37WLF8U1WPQE1Q39IXQNRNIH8656KF,A3BI0AX5T5GVO3,47,"the style adopted for this part of the museum was italian renaissance, much use was made of terracotta, brick and mosaic, this north faã§ade was intended as the main entrance to the museum with its bronze doors designed by james gamble & reuben townroe having six panels depicting : humphry davy (chemistry) ; isaac newton (astronomy) ; james watt (mechanics) ; bramante (architecture) ; michelangelo (sculpture) ; titian (painting) ; thus representing the range of the museums collections, godfrey sykes also designed the terracotta embellishments and the mosaic in the pediment of the north faã§ade commemorating the great exhibition the profits from which helped to fund the museum, this is flanked by terracotta statue groups by percival ball.",143,what art historical style was used in the decoration for the northern part of the museum?,italian renaissance,4,4,TRUE,TRUE,FALSE
3WGZLY9VCHMR5EITSTVWJ4OXRIGD8G,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3IQ1VMJRYTKV7WWL4DGAHJ6NTVI9AD,A2LU259QPV1I4V,338,"the style adopted for this part of the museum was italian renaissance, much use was made of terracotta, brick and mosaic, this north faã§ade was intended as the main entrance to the museum with its bronze doors designed by james gamble & reuben townroe having six panels depicting : humphry davy (chemistry) ; isaac newton (astronomy) ; james watt (mechanics) ; bramante (architecture) ; michelangelo (sculpture) ; titian (painting) ; thus representing the range of the museums collections, godfrey sykes also designed the terracotta embellishments and the mosaic in the pediment of the north faã§ade commemorating the great exhibition the profits from which helped to fund the museum, this is flanked by terracotta statue groups by percival ball.",143,what art historical style was used in the decoration for the northern part of the museum?,italian renaissance,5,5,TRUE,TRUE,FALSE
3WGZLY9VCHMR5EITSTVWJ4OXRIGD8G,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3P4MQ7TPPXCJEZGA8BU230LJZD7BBL,A1FGKIKJYSL1MI,322,"the style adopted for this part of the museum was italian renaissance, much use was made of terracotta, brick and mosaic, this north faã§ade was intended as the main entrance to the museum with its bronze doors designed by james gamble & reuben townroe having six panels depicting : humphry davy (chemistry) ; isaac newton (astronomy) ; james watt (mechanics) ; bramante (architecture) ; michelangelo (sculpture) ; titian (painting) ; thus representing the range of the museums collections, godfrey sykes also designed the terracotta embellishments and the mosaic in the pediment of the north faã§ade commemorating the great exhibition the profits from which helped to fund the museum, this is flanked by terracotta statue groups by percival ball.",143,what art historical style was used in the decoration for the northern part of the museum?,italian renaissance,5,5,TRUE,TRUE,FALSE
3AA88CN98P3EYQFLXEFDMU7P46GKYE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3300DTYQT2H4P8UJ1KTIZXM3OAIEQX,A1PUHCEBSOWETV,141,"however, mughal emperors directly patronized the legacies of genghis khan and timur ; together their names were synonymous with the names of other distinguished personalities particularly among the muslim populations of south asia.",76,which mongol conqueror was most celebrated by the mughal emperors?,amid shrinking western demand,2,3,TRUE,FALSE,TRUE
3AA88CN98P3EYQFLXEFDMU7P46GKYE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,354GIDR5ZB6HAPAQCF0OZ2THH5D002,A8TIL9U6YHG5,226,"however, mughal emperors directly patronized the legacies of genghis khan and timur ; together their names were synonymous with the names of other distinguished personalities particularly among the muslim populations of south asia.",76,which mongol conqueror was most celebrated by the mughal emperors?,amid shrinking western demand,1,1,FALSE,FALSE,TRUE
3AA88CN98P3EYQFLXEFDMU7P46GKYE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3H7Z272LX77XV23WIT1XCNMDSBZLP2,A610SH5RY1NG1,117,"however, mughal emperors directly patronized the legacies of genghis khan and timur ; together their names were synonymous with the names of other distinguished personalities particularly among the muslim populations of south asia.",76,which mongol conqueror was most celebrated by the mughal emperors?,amid shrinking western demand,1,1,TRUE,FALSE,TRUE
3AA88CN98P3EYQFLXEFDMU7P46GKYE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3U088ZLJVKTAIFBB5MT96X2LIARW0Z,A37WDOIQH6JM6V,351,"however, mughal emperors directly patronized the legacies of genghis khan and timur ; together their names were synonymous with the names of other distinguished personalities particularly among the muslim populations of south asia.",76,which mongol conqueror was most celebrated by the mughal emperors?,amid shrinking western demand,2,5,TRUE,FALSE,TRUE
31MCUE39BKM8G1MEI218Y8JJOO43GO,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,35GCEFQ6I5OAT2FDZWVZ7ZUA2OFZ3N,A610SH5RY1NG1,114,"on an international level, the price increases changed competitive positions in many industries, such as automobiles.",173,"on an international level, which industry's competitive positions is affected?",automobiles,5,5,TRUE,TRUE,FALSE
31MCUE39BKM8G1MEI218Y8JJOO43GO,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,36V4Q8R5ZK021WMWIIH1C5RCXCBQM0,A2J2P9JE374XCM,171,"on an international level, the price increases changed competitive positions in many industries, such as automobiles.",173,"on an international level, which industry's competitive positions is affected?",automobiles,5,5,TRUE,TRUE,FALSE
31MCUE39BKM8G1MEI218Y8JJOO43GO,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3E7TUJ2EGCMT53ZXON7C7KETEYFD9J,A37WDOIQH6JM6V,273,"on an international level, the price increases changed competitive positions in many industries, such as automobiles.",173,"on an international level, which industry's competitive positions is affected?",automobiles,4,5,TRUE,TRUE,FALSE
31MCUE39BKM8G1MEI218Y8JJOO43GO,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3PH3VY7DJLX7K0H19G61CW570H8ZWS,A1NKBXOTZAI1YK,206,"on an international level, the price increases changed competitive positions in many industries, such as automobiles.",173,"on an international level, which industry's competitive positions is affected?",automobiles,3,3,TRUE,TRUE,FALSE
37SQU136V7OF2JIWDF2M3S0GOF711U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,37XITHEISW9P4BP5I8CNEZW5ZK9CR5,A8TIL9U6YHG5,364,"crosscountry trains serve destinations in yorkshire, the midlands and the south west.",197,whose trains serve destinations in yorkshire?,crosscountry,5,5,TRUE,TRUE,FALSE
37SQU136V7OF2JIWDF2M3S0GOF711U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3B3WTRP3DB262T1HRYNVB1NPH7T929,A1IZ4NX41GKU4X,327,"crosscountry trains serve destinations in yorkshire, the midlands and the south west.",197,whose trains serve destinations in yorkshire?,crosscountry,5,5,TRUE,TRUE,FALSE
37SQU136V7OF2JIWDF2M3S0GOF711U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3HPZF4IVNMTY1C1RW34HMVP227MYCR,A2LU259QPV1I4V,404,"crosscountry trains serve destinations in yorkshire, the midlands and the south west.",197,whose trains serve destinations in yorkshire?,crosscountry,4,4,TRUE,TRUE,FALSE
37SQU136V7OF2JIWDF2M3S0GOF711U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3K2755HG5S326DQAR974HG04HWADFB,AX8EX2QI5HIQQ,360,"crosscountry trains serve destinations in yorkshire, the midlands and the south west.",197,whose trains serve destinations in yorkshire?,crosscountry,4,5,TRUE,TRUE,FALSE
34OWYT6U3WH8RUHPPZ2LAXZL3T6I9C,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,304SM51WA34IVLXCJXGXTPVJ31SSB2,A3IR7DFEKLLLO,229,"in addition to certification, many educational institutions especially within the us, require that prospective teachers pass a background check and psychiatric evaluation to be able to teach in classroom.",171,in what country is a background check required?,us,4,4,TRUE,FALSE,FALSE
34OWYT6U3WH8RUHPPZ2LAXZL3T6I9C,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,33PPUNGG3852C40FAMWVPXXQ82UZRQ,AM0JKZVOEOTMA,376,"in addition to certification, many educational institutions especially within the us, require that prospective teachers pass a background check and psychiatric evaluation to be able to teach in classroom.",171,in what country is a background check required?,us,2,2,FALSE,TRUE,FALSE
34OWYT6U3WH8RUHPPZ2LAXZL3T6I9C,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3W92K5RLWUHWYXX7CIUP1QFYS915VK,A3BI0AX5T5GVO3,145,"in addition to certification, many educational institutions especially within the us, require that prospective teachers pass a background check and psychiatric evaluation to be able to teach in classroom.",171,in what country is a background check required?,us,4,4,TRUE,FALSE,FALSE
