ANNOT_ID,Q_ID,NONSENSE,SENTS_INDICES,N_SENTS,SKILLS,SKILL_COUNTS,Q_STR_2
1_AIDS_15,8,False,"[[350, 373]]",1,3,"[8, 9, 6]",Why does AIDS policy go han
1_AIDS_15,13,False,"[[893, 963]]",1,5,"[8, 9, 3, 12, 6]",What is the main o
1_AIDS_15,13,False,"[[893, 963]]",1,5,"[8, 9, 3, 12, 6]",What is the main o
1_AIDS_15,13,False,"[[893, 963]]",1,5,"[8, 9, 3, 12, 6]",What is the main o
1_AIDS_15,13,False,"[[893, 963]]",1,5,"[8, 9, 3, 12, 6]",What is the main o
1_AIDS_15,13,False,"[[893, 963]]",1,5,"[8, 9, 3, 12, 6]",What is the main o
1_AIDS_15,14,False,"[[989, 1016]]",1,5,"[8, 9, 12, 6, 7]",What reduces t
1_AIDS_15,14,False,"[[989, 1016]]",1,5,"[8, 9, 12, 6, 7]",What reduces t
1_AIDS_15,14,False,"[[989, 1016]]",1,5,"[8, 9, 12, 6, 7]",What reduces t
1_AIDS_15,14,False,"[[989, 1016]]",1,5,"[8, 9, 12, 6, 7]",What reduces t
1_AIDS_15,14,False,"[[989, 1016]]",1,5,"[8, 9, 12, 6, 7]",What reduces t
1_AIDS_15,18,False,"[[207, 235]]",1,3,"[8, 1, 9]",How many people around the wor
1_AIDS_15,18,False,"[[207, 235]]",1,3,"[8, 1, 9]",How many people around the wor
1_AIDS_15,18,False,"[[207, 235]]",1,3,"[8, 1, 9]",How many people around the wor
1_AIDS_15,18,False,"[[207, 235]]",1,3,"[8, 1, 9]",How many people around the wor
1_AIDS_15,18,False,"[[207, 235]]",1,3,"[8, 1, 9]",How many people around the wor
1_AIDS_16,8,False,"[[530, 594], [617, 631]]",2,5,"[8, 9, 11, 6, 7]",Why will there be 20 million c
1_AIDS_16,8,False,"[[530, 594], [617, 631]]",2,5,"[8, 9, 11, 6, 7]",Why will there be 20 million c
1_AIDS_16,8,False,"[[530, 594], [617, 631]]",2,5,"[8, 9, 11, 6, 7]",Why will there be 20 million c
1_AIDS_16,8,False,"[[530, 594], [617, 631]]",2,5,"[8, 9, 11, 6, 7]",Why will there be 20 million c
1_AIDS_16,8,False,"[[530, 594], [617, 631]]",2,5,"[8, 9, 11, 6, 7]",Why will there be 20 million c
1_AIDS_16,10,False,"[[273, 318]]",1,3,"[8, 9, 7]",Who agreed to commit to
1_AIDS_16,10,False,"[[273, 318]]",1,3,"[8, 9, 7]",Who agreed to commit to
1_AIDS_16,10,False,"[[273, 318]]",1,3,"[8, 9, 7]",Who agreed to commit to
1_AIDS_16,10,False,"[[273, 318]]",1,3,"[8, 9, 7]",Who agreed to commit to
1_AIDS_16,10,False,"[[273, 318]]",1,3,"[8, 9, 7]",Who agreed to commit to
1_AIDS_16,11,False,"[[273, 318]]",1,3,"[8, 9, 7]",Who agreed to commit to
1_AIDS_16,11,False,"[[273, 318]]",1,3,"[8, 9, 7]",Who agreed to commit to
1_AIDS_16,11,False,"[[273, 318]]",1,3,"[8, 9, 7]",Who agreed to commit to
1_AIDS_16,11,False,"[[273, 318]]",1,3,"[8, 9, 7]",Who agreed to commit to
1_AIDS_16,11,False,"[[273, 318]]",1,3,"[8, 9, 7]",Who agreed to commit to
1_AIDS_16,10,False,"[[273, 318]]",1,2,"[8, 9]",Who agreed to commit to
1_AIDS_16,10,False,"[[273, 318]]",1,2,"[8, 9]",Who agreed to commit to
1_AIDS_16,10,False,"[[273, 318]]",1,2,"[8, 9]",Who agreed to commit to
1_AIDS_16,10,False,"[[273, 318]]",1,2,"[8, 9]",Who agreed to commit to
1_AIDS_16,10,False,"[[273, 318]]",1,2,"[8, 9]",Who agreed to commit to
1_AIDS_16,11,False,"[[273, 318]]",1,2,"[8, 9]",Who agreed to commit to
1_AIDS_16,11,False,"[[273, 318]]",1,2,"[8, 9]",Who agreed to commit to
1_AIDS_16,11,False,"[[273, 318]]",1,2,"[8, 9]",Who agreed to commit to
1_AIDS_16,11,False,"[[273, 318]]",1,2,"[8, 9]",Who agreed to commit to
1_AIDS_16,11,False,"[[273, 318]]",1,2,"[8, 9]",Who agreed to commit to
1_AIDS_16,17,True,"[[0, 45]]",1,0,[14],Who is to blame for U.S
1_AIDS_16,17,True,"[[0, 45]]",1,0,[14],Who is to blame for U.S
1_AIDS_16,17,True,"[[0, 45]]",1,0,[14],Who is to blame for U.S
1_AIDS_16,17,True,"[[0, 45]]",1,0,[14],Who is to blame for U.S
1_AIDS_16,17,True,"[[0, 45]]",1,0,[14],Who is to blame for U.S
